symbol
TCS
IGL
INFY
COALINDIA
ADANIPOWER
VEDL
IRCTC
HDFCAMC
LICI
BEL
CGPOWER
CASTROLIND
ABB
PETRONET
NESTLEIND
HINDZINC
COLPAL
GLAND
BRITANNIA
ABBOTINDIA
GLAXO
OFSS
ZYDUSLIFE
CONCOR
EMAMILTD
CROMPTON
GILLETTE
CRISIL
BAYERCROP
3MINDIA
