trailingPE,averageVolume,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,netIncomeToCommon,trailingEps,enterpriseToRevenue,totalCash,totalCashPerShare,totalDebt,totalRevenue,debtToEquity,earningsGrowth,revenueGrowth,ebitdaMargins,operatingMargins,currentPrice
24.779057,2773132,1197278756864,981.05,1270.75,2.227856,1016427446272,0.08173,974942976,0.36426997,0.40145,317.356,3.8696294,43922001920,49.56,1.891,69106999296,78.539,27402000384,537412993024,9.65,-0.388,0.035,0.13204001,0.10403,1228.05
17.449434,651413,160630489088,999,1937.25,5.2389584,161428914176,0.30308,83869200,0.60858,0.18437,259.118,7.39142,9293920256,109.76,5.265,2425349888,29.074,7871860224,30660769792,36.417,0.218,0.184,0,0.40153998,1915.25
9.826609,1053837,96888209408,484.45,789.25,1.0550823,70563659776,0.10759,155419008,0.42811,0.15605,587.489,1.0611262,9880000512,63.44,0.768,23150000128,149.423,20000000,91830001664,0.022,-0.846,-0.387,0.13336,0.09997,623.4
31.924883,424299,274849218560,249.1,354,3.5936646,267637325824,0.13797,808380032,0.75093,0.12695,56.084,6.062335,10552599552,10.65,3.499,6226500096,7.702,2870400000,76481601536,6.294,3.717,0.051,0.11276,0.092939995,340
135.1792,287701,408889098240,1353.5,1806.45,5.573734,405722333184,0.03791,264404992,0.76736,0.17381,149.955,10.31276,2780999936,11.44,5.531,3369299968,12.743,156200000,73359998976,0.394,-0.16,-0.067,0.078379996,0.05084,1546.45
33.84083,12229237,662733848576,61.8,103,0.79823995,761781944320,0.02355,6776419840,0.64785004,0.1972,33.132,2.9518292,19552499712,2.89,0.918,46947999744,6.928,137923002368,830243930112,56.579,3.306,0.275,0.07981,0.04656,97.8
33.558895,761108,233789390848,340.55,546.65,6.7606707,227409330176,0.20343,436500000,0.5156,0.33671,52.2,10.260536,7034619904,15.96,6.576,2993394944,6.785,905080000,34580799488,3.913,0.874,0.061,0.25699,0.20172001,535.6
23.980654,734362,65133604864,92.55,169.95,2.3261135,60597268480,0.09761,404180000,0.88015,0.06251,59.833,2.6933296,2733041920,6.72,2.164,3117428992,7.722,353504992,28001044480,1.463,0.383,0.142,0.16875,0.121800005,161.15
31.693819,4215887,380599140352,376.2,2042,4.8985558,240110927872,0.15555,201690000,0.84829,0.0097,236.014,7.9955,12085900288,59.54,3.09,132864196608,658.755,60400000,77696196608,0.127,0.399,-0.026,0.10262,0.09252,1887.05
182.51923,1855649,1503402786816,439.1,2437,18.009136,1987251798016,0.12961,1584029952,0.78277,0.0682,37.12,25.568426,9649999872,5.2,23.805,26449999872,16.698,542229987328,83480002560,737.728,0.568,0.331,0.72883004,0.5678,949.1
16.262135,2476059,452616617984,576.95,807,0.87516266,686886420480,0.05528,750608000,0.32726002,0.40047002,357.817,1.685219,27239999488,37.08,1.328,60970000384,81.228,239389999104,517179998208,67.569,-0.876,-0.172,0.17648001,0.1512,603
21.360973,1776436,123391148032,281.4,520.9,4.805737,113527955456,0.19962,240302000,0.72203004,0.15738,108.285,4.710717,5125300224,23.88,4.422,9148800000,38.032,54200000,25675800576,0.199,-0.215,-0.1,0.28336,0.25675,510.1
19.704212,5443599,2169982812160,352,426,2.3640733,1985048346624,0.12699,5211279872,0.76945,0.13554,122.08,3.4104686,116565000192,21.13,2.163,421820989440,76.971,174694006784,917899968512,26.087,0.096,0.06,0.18037,0.1514,416.35
38.614822,175154,330412261376,1186.4,1860,11.4942465,380231483392,0.29805002,178635008,0.47887,0.42949,379.937,4.868307,8567641088,47.9,13.227,6302148096,35.271,42592788480,28745883648,38.455,-0.666,0.411,0.58657,0.50356996,1849.65
58.736614,6066234,76049121280,86.15,294.9,5.0150604,72320393216,0.08596,277195008,0.080690004,0.52085996,34.448,7.9627256,1303496960,4.67,4.769,1459892992,5.249,860209024,15164148736,9.041,1.62,0.462,0.12659,0.10398,274.3
40.947746,230227,398123171840,1476.05,2288.8,2.8720472,398364082176,0.0699,187480000,0.52966,0.08963,833.581,2.547503,9729999872,51.86,2.874,31829999616,169.778,38549999616,138619994112,24.485,-0.334,0.098,0.17448999,0.08217,2123.55
28.939573,825756,930842476544,2836,3889.65,6.241681,923798863872,0.21601999,273654016,0.52966,0.26801002,548.128,6.2036605,32216199168,117.5,6.194,10495099904,38.376,2884100096,149133295616,1.924,0.502,0.199,0.22964,0.20115,3400.4
15.824232,573851,381828759552,120,464,1.0111347,391439253504,0.06255,823435008,0.60134,0.18441,144.896,3.1998813,23622500352,29.3,1.037,12315100160,14.96,39581700096,377624002560,33.074,0.483,0.86,0.10524999,0.08359,463.65
9.907491,1853265,329325019136,195.7,242.4,0.5748194,295532167168,0.059699997,1500000000,0.50143003,0.24892999,101.879,2.1550076,34202599424,22.16,0.516,65554898944,43.688,33450100736,572919119872,21.913,0.13,-0.183,0.08821999,0.07343,219.55
8.8119955,10208820,152945164288,34.35,77.2,5.6756716,781224902656,0.64398,2001900032,0.81806,0.06996,77.08,0.991178,17353699328,8.67,28.991,688700032,0.345,629033730048,26947500032,407.311,0.083,0.065,0,0.86629,76.4
23.166412,1332905,315352678400,438.6,539.1,2.0516307,303748841472,0.088640004,688390016,0.74983,0.15755,102.052,4.487908,13624299520,19.77,1.976,6809800192,9.902,1523200000,153708298240,2.167,-0.434,-0.269,0.14186,0.11276,458
35.9717,940330,4435690389504,5485.7,7999.9,16.294481,6042221019136,0.45361,605918976,0.56222,0.21192,899.572,8.13787,123483299840,203.51,22.196,82232598528,135.888,1726163058688,272220405760,317.473,0.323,0.258,0,0.60924,7320.6
8.88085,4503737,478402248704,106.65,199.3,1.9093504,1202629115904,0.20015,2598599936,0.76666,0.05218,83.998,2.1917188,50150600704,20.73,4.8,96182099968,39.778,847511879680,250557595648,388.409,0.494,0.122,0,0.22544001,184.1
16.295101,484520,327035060224,838,1117.95,1.1051397,312256659456,0.06785,294360992,0.5862,0.24450001,268.96,4.130726,20078800896,68.18,1.055,13937600512,47.405,3925799936,295921909760,4.964,-0.011,-0.006,0.10393,0.09904,1111
41.711205,48423,32093577216,811,1110,4.533005,32872275968,0.1094,33164800,0.34083998,0.31932,168.616,5.739076,774548992,23.2,4.643,64211000,1.936,473699008,7079977984,8.479,-0.156,-0.106,0.18761998,0.14239,967.7
55.862946,250614,42400174080,143,337.7,20.665491,41338490880,0.42132,128427000,0.77589995,0.02307,10.604,31.134478,864435968,5.91,20.148,1099923968,8.565,38376000,2051737984,2.818,0.592,0.537,0.55465,0.55237,330.15
9.02527,215498679,339797508096,6.6,27.05,5.742946,341739208704,0.08731,13570899968,0.27938998,0.07037,0.942,26.539278,5165799936,2.77,5.776,3673100032,0.291,19379200000,59167801344,176.312,-0.968,-0.022,0.15201999,0.10227,25
42.23534,262020,456576073728,1796.3,2570,4.9097104,483130048512,0.11639,193316992,0.58539003,0.26438,390.908,6.041831,10823199744,55.92,5.195,8439000064,43.654,33465300992,92994502656,44.284,0.081,-0.176,0.19057,0.12613,2361.8
47.333984,1110497,690824019968,967.55,1460.4,2.0413783,879678652416,0.043070003,475087008,0.50603,0.33359,115.873,12.549084,14576000000,30.72,2.599,20635199488,43.435,223755796480,338410602496,378.615,0.421,0.25,0.124,0.106879994,1454.1
11.577061,376968,31771944960,216.5,427.45,0.73195463,32776697856,0.06573,75665504,0.56646997,0.15082,309.151,1.358236,2853112064,36.27,0.755,3765263104,49.785,5472812032,43406987264,23.391,0.177,0.138,0.14304,0.10594,419.9
58.731384,735671,209581817856,787,1278,10.016747,169025650688,0.16925,183280992,0.74926,0.15275,175.124,6.5296593,3541341952,19.47,8.078,38588637184,210.398,52075000,20923140096,0.162,0.051,-0.572,0.16139,0.12560001,1143.5
49.57803,330963,69808693248,1171.35,1791.2,6.094473,71430283264,0.12072,51220700,0.49742,0.31621,192.974,7.0626097,1382812032,27.49,6.236,940699008,18.369,2663845120,11454427136,26.888,-0.136,-0.01,0.2026,0.1733,1362.9
73.1026,173891,43048009728,325,664.1,1.5031149,53172498432,0.01641,72296400,0.59825003,0.093839996,81.363,7.2686605,469900000,8.09,1.857,92700000,1.245,9575400448,28639199232,164.238,-0.94,-0.064,0.103240006,0.061100002,591.4
14.517163,162075,23851233280,512.35,977.7,0.9420625,33809514496,0.058140002,30961500,0.65695,0.053049996,606.926,1.2681941,1472000000,53.02,1.335,1132600064,36.587,11122700288,25318100992,58.497,0.854,-0.147,0.13373,0.09474,769.7
19.919678,25298,33729984512,1852,2693.2,1.4320188,32908627968,0.07194,15112000,0.7129,0.12541,502.464,4.4421096,1694530048,112.05,1.397,1101880064,72.914,280580000,23554150400,3.695,0.244,0.063,0.111719996,0.09514,2232
63.11096,413888,74276659200,268.7,470,2.7298582,74416578560,0.04227,165298000,0.6072,0.25255,72.884,6.165276,1150188032,7.12,2.735,2733805056,16.586,1933255936,27208980480,16.07,0.513,0.045,0.061680004,0.04891,449.35
40.514236,306648,23760414720,135.15,380,0.71066284,25252145152,0.02017,92796000,0.55377,0.16008,78.222,3.2733755,674380032,6.32,0.755,187900000,2.025,1679629952,33434159104,23.14,0.146,0.125,0.0458,0.03059,256.05
34.546078,1483955,2416854433792,1215,1844,2.7451339,4272588587008,0.08008,1595490048,0.62248003,0.09511,291.387,5.197555,70505299968,43.84,4.853,106694303744,66.992,1676034179072,880414031872,215.989,0.47,0.48,0.36646,0.36341998,1514.5
89.23136,41179,43366191104,1140,1780,6.167329,42390347776,0.06915,24939300,0.60209,0.23205,193.548,8.967027,486200000,19.45,6.029,967600000,38.902,3695099904,7031600128,76.579,-0.119,0.115,0.16354999,0.13829,1735.55
67.19178,16019555,84141842432,27.35,51.45,1.0755605,137583607808,0.016210001,1714360064,0.60403,0.07512,27.919,1.756868,1268499968,0.73,1.759,3110000128,1.824,43858198528,78230700032,70.795,0.3,1.511,0.01086,-0.00686,49.05
22.88773,1645731,79822184448,307.3,430.9,1.6043365,97942093824,0.0694,201748992,0.44461,0.3232,143.524,2.7556367,3452916992,17.28,1.969,615604992,3.051,18796134400,49754017792,64.913,4.967,0.287,0.12686,0.10018,395.5
18.9753,498467,71225335808,220,534,1.3249352,96124510208,0.07002,144870000,0.42880002,0.32202,159.15,3.089224,3763899904,25.91,1.788,8414499840,58.134,33375600640,53757599744,144.884,0.536,0.295,0.15079,0.13414,491.65
23.51742,952975,198104875008,196.9,326.55,11.734263,163498328064,0.50049996,623651968,0.03424,0.86764,56.415,5.623504,8449699840,13.49,9.684,31648200704,50.785,560000000,16882599936,1.593,1.071,0.573,0.64772004,0.64449,317.25
238.02844,133224,90184892416,843.15,1268,1.0147991,125982048256,0.0043099998,77005296,0.63225,0.20151,776.554,1.5080727,382900000,4.92,1.418,6749899776,87.61,44622700544,88869699584,74.609,-0.036,0.093,0.09186,0.03093,1171.1
64.25796,263343,80422076416,510,730.85,3.0229964,77876264960,0.04699,110561000,0.62514997,0.21134001,123.327,5.898141,1250130048,11.32,2.927,2161019904,19.497,628720000,26603429888,4.609,0.221,-0.084,0.095249996,0.06263,727.4
59.84327,252658,190627889152,2043.5,3335.55,18.278652,161199177728,0.30705,61229100,0.52059,0.26502,336.195,9.256086,3202269952,52,15.457,23299420160,380.528,459080000,10428990464,2.23,0.786,0.256,0.26727,0.24248,3111.85
10.036123,10748048,875948802048,231.6,340.75,0.62133723,1461050408960,0.06237,3708509952,0.68314004,0.14074999,106.17,2.224263,87930003456,23.53,1.036,183439998976,49.402,666280001536,1409780023296,134.801,-0.404,-0.128,0.225,0.14699,236.15
4.172624,863237,69030379520,239.15,333,1.2350872,75417968640,0.3208,218898000,0.66950995,0.090909995,113.159,2.7854614,17929601024,75.54,1.349,795500032,3.636,9292699648,55891099648,34.866,0.124,-0.023,0.11238,0.09483,315.2
42.175644,466953,101249302528,317.4,907,6.264256,94030856192,0.1659,112200000,0.64191,0.018860001,114.003,7.8984766,2681434880,21.35,5.818,2286843904,20.382,515759008,16163020800,4.032,0.724,0.264,0.22729,0.20298,900.45
19.874735,36750,23800731648,1041.5,1746,5.0708613,22845016064,0.26999,14926300,0.81517,0.00091,180.898,8.814636,1267235968,80.23,4.867,1157757056,77.559,146352992,4693626880,5.42,0.276,0.188,0.39521998,0.32323003,1594.55
77.29572,6213,523242143744,13140.1,16600,13.355167,503104864256,0.17309,32460700,0.70922,0.15015,291.428,55.31126,6781400064,208.54,12.841,9779900416,301.273,40300000,39179001856,0.426,2.554,0.098,0.22171,0.20681,16119.25
18.38153,582136,1192780365824,1527.05,1868.4,0.9886226,2479369486336,0.053629998,658449024,0.47817,0.2382,1199.536,1.5101672,64703401984,98.55,2.055,181860106240,277.041,1030385631232,1206507274240,83.831,-0.184,0.108,0.1784,0.14372,1811.5
62.789658,2137356,1182801985536,482.55,934.65,7.9408097,1205419900928,0.12613,1299139968,0.64814,0.20893,49.945,18.229052,18786709504,14.5,8.093,3122279936,2.403,37264121856,148952317952,56.268,0.262,0.133,0.2252,0.18501,910.45
16.92609,1751973,74189856768,267.75,381,1.6568087,80478707712,0.09757,242043008,0.45826998,0.24659,117.124,2.5810251,4369229824,17.86,1.797,2915569920,12.046,11362350080,44778770432,40.08,-0.614,-0.033,0.1873,0.14674,302.3
28.426086,195748,20171692032,134.5,206.8,1.0797226,25358442496,0.03828,123335000,0.52284,0.42544997,52.36,3.1216576,715164032,5.75,1.357,314196000,2.691,6962306048,18682290176,108.141,-0.958,0.05,0.0837,0.06245,163.45
36.000732,36300,41141657600,2007.25,3399,0.5040508,38123286528,0.01363,16768900,0.3176,0.61551,472.25,5.1952353,1112185984,68.15,0.467,4388212224,258.117,1001200000,81622048768,12.203,0.001,0.155,0.015319999,0.00939,2453.45
135.33797,1220590,656367550464,355.5,773,7.8027525,713800286208,0.046869997,964163968,0.74964,0.15522,131.409,5.1803913,3943000064,5.03,8.486,23348000768,24.23,90603003904,84120002560,71.216,-0.342,-0.396,0.22929001,0.21879,680.75
17.530188,175183,66593943552,236.55,534,1.0363041,84569980928,0.061680004,138998000,0.62313,0.109680004,150.695,3.1792693,3963500032,27.33,1.316,573100032,4.123,9712400384,64261001216,32.283,-0.215,0.006,0.14031,0.110860005,479.1
6.8544965,2254779,70769696768,116,183.4,0.67959833,55039889408,0.09916,398478016,0.43477002,0.11472,302.455,0.58719486,10325699584,25.91,0.529,14529500160,36.434,23900000,104134598656,0.02,-0.675,-0.316,0.11581001,0.09822,177.6
79.9963,17846,108094996480,2911,4349,10.139342,103163699200,0.12475,25000000,0.83392,0.03777,235.476,18.361956,1329981056,54.05,9.677,5003400192,200.136,72100000,10660947968,1.225,1.672,0.272,0.18871,0.17721,4323.8
55.76711,42325,870964658176,20150,27049,4.7073293,860328493056,0.0845,36080700,0.72747004,0.18887,5165.192,4.673466,15635000320,432.86,4.65,34988199936,969.719,27246700544,185023102976,14.588,1.048,0.147,0.17095,0.07873,24139.35
14.618401,210894,28681082880,501.15,722.65,2.1794996,27784890368,0.14551,45133800,0.68428004,0.1184,187.899,3.3741531,1914850048,43.37,2.111,636940032,14.332,610080000,13159480320,7.345,-0.265,-0.144,0.21551001,0.18369,634
53.815353,678182,781581221888,2451.1,5220,5.121562,746085351424,0.09498,149974000,0.70416,0.11821,448.816,11.604422,14494650368,96.78,4.889,12268789760,81.866,2520989952,152606031872,3.725,0.814,0.421,0.13607,0.12307999,5208.25
28.365385,13308291,39606849536,12.85,20.35,1.7322875,39235510272,0.062069997,2683369984,0.66566,0.03599,11.277,1.307972,1419200000,0.52,1.716,3099399936,1.07,50100000,22863900672,0.158,0.125,0.775,0.083000004,0.053590003,14.75
29.760313,2041453,120923013120,201.5,540,2.4819994,103535632384,0.08389,226490000,0.04197,0.74486,131.42,4.0625477,4087000064,17.94,2.125,11724999680,51.774,2729999872,48719998976,9.173,1.079,0.02,0.12109999,0.09651,533.9
1935,7189931,386490335232,114.25,235.66667,7.1345,224551944192,0.00333,2853380096,0.64832,0.22983,5.716,23.69664,180150000,0.07,4.145,4132260096,2.502,7984929792,54172028928,57.357,0.198,0.238,0.05513,0.01648,135.45
11.2525215,1516049,116101226496,248.4,366.8,0.44532862,130885099520,0.03955,416208000,0.75425005,0.17079,169.755,1.6432506,10310400000,24.79,0.502,18949300224,45.549,33584001024,260709105664,47.617,-0.009,-0.233,0.07142,0.05945,278.95
47.766426,198949,28468400128,415.4,768.25,5.3334584,27643482112,0.11228,52930000,0.72481,0.1251,100.945,5.328149,599299968,11.26,5.179,1400700032,26.463,233100000,5337699840,4.355,-0.207,0.056,0.2082,0.14793,537.85
31.671232,287138,14903267328,91.7,137.4,0.6129562,16989702144,0.01937,128921000,0.53042,0.00885,94.969,1.2172393,470980992,3.65,0.699,6241703936,48.415,5576937984,24313755648,36.704,0.211,0.314,0.07364,0.0366,115.6
103.72777,4679474,2793620635648,1017.45,4190,2.2979155,3418598670336,0.02202,1140000000,0.73997,0.114379995,289.921,8.450751,26774099968,23.62,2.812,26733099008,23.45,532004601856,1215719538688,140.407,0.414,-0.377,0.07408,0.05544,2450.05
18.72436,288923,59696185344,321.1,527.85,1.1771291,48846544896,0.06286,136246000,0.70698,0.11626001,153.802,2.8487926,3187843072,23.4,0.963,12487876608,91.657,30535000,50713370624,0.128,0.607,-0.01,0.08316,0.075050004,438.15
15.7415085,1155115,101224398848,452,909.8,9.916294,388844060672,0.62937,133154000,0.38019,0.3361,273.914,2.7745934,6424549888,48.28,38.093,18764000,0.141,289043841024,10207886336,792.491,0.131,0.071,0,0.82204,760
9.201847,37181,123682021376,930,1427.95,1.3345644,171192745984,0.14668,96689000,0.81226,0.15888,647.923,1.9679809,13594091520,138.57,1.847,8338981888,86.258,56967626752,92675948544,90.928,-0.235,-0.079,0.26668,0.24079001,1275.1
39.168358,248876,470296592384,3215.85,4466.95,5.660223,441863667712,0.14509,105668000,0.74385,0.11805,468.799,9.4938345,12055000064,113.63,5.318,27982999552,264.97,4542000128,83087998976,9.141,0.132,0.228,0.19874,0.18358,4450.7
21.894962,1413544,1318208012288,2241.05,4135,4.84273,1103409709056,0.22122,334387008,0.71639,0.16102,704.935,5.5916505,60218400768,180.03,4.054,203028103168,607.164,516900000,272203497472,0.219,0.313,0.081,0.19724001,0.16589001,3941.75
49.02086,109407,216632000512,1750,2937,6.643782,219501641728,0.13713,77464000,0.54277,0.23292999,320.552,8.722921,4471255040,57.04,6.732,2692037888,34.773,5724462080,32606728192,23.079,0.338,0.142,0.23334,0.19806999,2796.15
61.590122,397961,451480158208,853.5,1495,1.4073225,445217079296,0.022850001,361995008,0.73823,0.00926,272.574,4.575638,7329333248,20.25,1.388,11581532160,31.94,14543950848,320807895040,14.771,-0.64,0.077,0.03209,0.0269,1247.2
27.562998,146474,337629478912,2534.05,4173.95,6.0725384,348233072640,0.22009,109850000,0.66330004,0.10135,502.534,6.1161036,12236999680,111.51,6.263,1611600000,14.67,15151299584,55599398912,27.444,-0.337,-0.093,0.33368,0.28972998,3073.55
36.990692,655083,706691989504,2040,2865,4.9371,736061751296,0.13369,296424992,0.5119,0.20681,348.387,6.8431087,19136299008,64.45,5.142,11047700480,37.27,44775301120,143139094528,43.357,-0.409,-0.143,0.22282,0.18388,2384.05
51.09388,576043,349503160320,435,660.9,2.9684417,359120470016,0.058390003,573091968,0.70833,0.22448999,72.582,8.3980875,6875100160,11.93,3.05,1796199936,3.13,13953000448,117739601920,31.466,0.24,0.21,0.110740006,0.07276,609.55
21.281408,2535369,3217869766656,882,1202.6,252.16438,3167313985536,0.14442,2713669888,0.61252,0.25074,2.9,408.89655,1843000064,55.72,248.203,2364000000,0.873,583000000,12760999936,7.426,0.014,0.058,0.20774001,0.18149,1185.8
14.992112,820980,319826165760,430.85,748.85,1.2063708,419021193216,0.08044,480616992,0.65252995,0.25030002,229.081,2.9037766,21325899776,44.37,1.581,10866400256,22.609,105414803456,265114304512,91.772,0.03,0.126,0.18396,0.13666001,665.2
61.797222,1487657,784225468416,686.6,883.95,5.523671,776725200896,0.089090005,929011968,0.34837002,0.24666001,175.205,4.8180704,12648999936,13.66,5.471,35903901696,38.647,16000400384,141975404544,9.342,0.231,0.125,0.1299,0.11446,844.15
98.68932,403681,2447439298560,3292,4606.15,5.4793096,2370888007680,0.053600002,650732992,0.77968,0.11564,248.101,15.15935,23943299072,38.11,5.308,16105199616,24.79,6429799936,446669291520,3.999,0.027,0.182,0.083229996,0.06734,3761.05
40.532036,4318075,582627885056,204.65,372.75,5.693401,790391357440,0.11797,1644679936,0.82543,0.15396,113.553,3.1196885,12072099840,8.74,7.724,46516400128,28.354,250510704640,102333898752,133.719,-0.482,-0.033,0.33113,0.21757999,354.25
42.443977,2721139,193968652288,251,429,2.8178701,198896222208,0.06691,640054976,0.028719999,0.77528,41.817,7.247052,4605499904,7.14,2.889,6496699904,10.213,10051099648,68835196928,32.343,-0.066,0.007,0.10569,0.08989,303.05
7.230295,1854281,55228010496,143.25,206.35,0.264065,128238346240,0.03652,336345984,0.48008,0.119449995,253.615,0.64743805,7637609984,22.71,0.613,23355299840,69.511,93721280512,209145511936,105.535,-0.752,-0.165,0.12848,0.09553,164.2
69.17819,264861,182812049408,1762.05,2750,8.895098,179787513856,0.12836,83049200,0.57257,0.23847,201.014,10.950729,2638000128,31.82,8.748,8152999936,98.211,4195000064,20551999488,24.684,0.427,0.076,0.26319,0.17964001,2201.25
68.114174,111885,258153054208,2425.25,3457.8,2.528323,294348947456,0.037049998,77268200,0.56751,0.35889998,606.556,5.5081472,3783009024,49.05,2.883,12535042048,162.228,52941557760,102104465408,114.04,-0.287,0.217,0.12652999,0.082329996,3341
6.334648,8777290,168880357376,49.25,98.7,0.1727862,335591505920,0.00976,1752600064,0.89574,0.01036,56.299,1.711398,9539300352,15.21,0.343,389200000,0.222,169390407680,977394925568,171.717,-0.626,-0.344,0.04596,0.0335,96.35
117.29167,1723745,237614710784,133.95,204.8,7.5682297,250489323520,0.06463,1205859968,0.71304,0.1495,8.053,24.469141,2029069952,1.68,7.978,847939968,0.704,15648140288,31396339712,162.293,-0.836,0.201,0.16374001,0.11778,197.05
4.0783606,335827,109673619456,478.65,834.3,1.9556115,91897495552,0.48041,142767008,0.32276002,0.35266998,719.729,1.0673462,26942400512,188.36,1.639,52942401536,370.83,36493901824,56081498112,35.516,0.261,-0.06,0.54243,0.41651002,768.2
17.82439,6381686,48921763840,173.7,257.5,4.6891365,42649296896,0.26084998,267771008,0.35013,0.20381,82.923,2.2032487,2721499904,10.25,4.088,6749100032,25.221,675100032,10433000448,3.039,0.188,0.09,0.32467997,0.29146,182.7
59.393005,4474944,5028173053952,686.2,901.4,3.4971247,7149468516352,0.05809,5589980160,0.56082,0.30103,135.381,6.396393,83514998784,14.58,4.972,232110997504,40.88,2249565929472,1437802037248,218.292,-0.018,0.141,0.46075,0.25913,865.95
17.564295,49984,22633934848,730,1099,1.5209973,27623557120,0.08643,24140800,0.58996,0.16747,278.784,3.3561826,1286226944,53.27,1.856,2186012928,90.553,7559014912,14880983040,112.257,0.024,0.076,0.18476,0.12995,935.65
12.047576,1280032,272881893376,876.8,1214.9,1.6040553,322795241472,0.13284999,254756000,0.38542998,0.27651,774.112,1.3837146,22649999360,88.91,1.897,19339999232,75.916,62960001024,170120003584,30.501,-0.097,0.056,0.23153,0.17805,1071.15
9.450092,2348342,28703928320,70.15,106.9,0.3519248,44454756352,0.03734,280723008,0.54483,0.22241,62.478,1.636576,3045552128,10.82,0.545,5259499008,18.717,19087925248,81562673152,96.657,-0.497,0.03,0.23876,0.19669001,102.25
24.326923,21034699,248559845376,29.95,65.3,9.526907,332246745088,0.39165002,3929799936,0.8677,0.04232,32.213,1.9634929,10218200064,2.6,12.734,37314400256,10.161,140593397760,26090299392,101.442,-0.49,-0.328,0.7292,0.57802,63.25
29.411657,197486,110498283520,551.3,880,6.387948,118655934464,0.22108999,136023008,0.81049,0.14937,161.465,5.0311213,3824359936,27.62,6.86,892430016,6.558,9068260352,17297930240,40.836,0.003,0.173,0.33215,0.25595,812.35
108.501396,690122,301210828800,2553,5163,2.388962,304433135616,0.0221,59560200,0.46769002,0.29777,216.25,23.386127,2786400000,46.61,2.415,2591800064,42.481,4530899968,126084399104,35.27,0.485,0.146,0.043369997,0.03333,5057.25
27.587992,5836420,1727663570944,395.1,987.85,7.8382764,2256576184320,0.28430998,2160140032,0.68394995,0.17823,210.251,3.8025978,62666199040,28.98,10.238,59601498112,27.592,532621393920,220413706240,113.512,0.927,0.347,0.59286,0.44555,799.5
64.82514,586323,312988794880,535.1,842.9,9.324856,305156030464,0.14417,402015008,0.55437,0.25302,90.298,8.622007,4839000064,12.01,9.091,13560999936,33.83,8152000000,33564999680,22.532,0.268,0.254,0.30006,0.19437,778.55
13.272124,472940,506838384640,911.25,1379.95,6.475325,1048969674752,0.48742,401448992,0.7346,0.18236,543.835,2.3191776,38151438336,95.03,13.402,47361961984,117.98,574303567872,78272266240,257.039,0.248,0.189,0,0.66686994,1261.25
16.014235,1321524,16950871040,75,113.15,0.83596164,20677771264,0.05214,188300992,0.49060002,0.04705,39.288,2.290776,1057320000,5.62,1.02,6678000,0.035,3746733056,20277092352,50.646,0.024,-0.116,0.10634,0.081599995,90
59.136738,42369,87281991680,1430,3780,6.4863653,88688992256,0.11031,23770900,0.62388,0.22746,179.545,20.450584,1484398976,62.09,6.591,863800000,36.43,1394215936,13456225280,32.749,0.807,0.455,0.15735,0.14658,3671.8
83.72417,132210,286204887040,736.05,1127.2,12.999445,287498633216,0.15875,271735008,0.88708997,0.06555,56.947,18.495268,3495200000,12.58,13.058,6642899968,24.473,9429600256,22016700416,59.904,-0.124,0.147,0.32032,0.22083001,1053.25
30.181856,44047,59887390720,1622.65,2319.15,4.9675336,59864449024,0.16325001,27233300,0.55251,0.40188998,272.821,8.060413,1968130048,72.86,4.966,344000000,12.634,815270016,12055759872,10.973,-0.026,0.086,0.22118,0.19853,2199.05
47.681316,4024693,861864263680,315.3,598,2.7173567,860023947264,0.06552,1985650048,0.63339,0.18181999,159.637,2.7180417,20781400064,9.1,2.712,97512603648,49.109,5227299840,317170089984,1.349,0.137,0.085,0.12985,0.0907,433.9
21.019382,661071,410106691584,790.1,1149.8,9.789054,441698451456,0.43517,363601984,0.67705,0.23403,335.81,3.3587446,18231070720,53.66,10.543,7631220224,20.988,39440859136,41894416384,32.302,-0.202,-0.003,0.49908,0.48979,1127.9
8.911819,218079,134945538048,965.1,2069,1.6341113,144349806592,0.18325001,66573700,0.53432,0.12555,435.453,4.6510186,15133081600,227.26,1.748,12003249152,180.3,25301393408,82580381696,84.791,12.17,0.025,0.13427,0.116450004,2025.3
79.3081,1154252,92671393792,282.75,639.3,6.1669517,95349678080,0.07981,305091008,0.75929,0.22044,18.047,16.83105,1199379968,3.83,6.345,239880000,0.785,3350099968,15027099648,60.677,0.096,0.046,0.1769,0.12439,303.75
61.687943,132650,24668745728,310.6,546.85,1.8133471,25709258752,0.02947,56716100,0.79938006,0.02141,124.695,3.48771,400988992,7.05,1.89,1727000,0.03,1752795008,13603984384,24.73,-0.461,-0.092,0.06097,0.051880002,434.9
48.07774,80997,75341791232,981.95,1688,6.6219087,73655541760,0.12575,47588300,0.55859,0.34162998,163.092,9.707404,1430685952,32.93,6.474,1804781952,37.925,118553000,11377654784,1.527,0.559,0.288,0.16575001,0.14006,1583.2
37.148712,87338,60216872960,483,772.5,2.2183485,65774444544,0.11338,87468496,0.64242,0.28857002,110.477,6.1501493,1636137984,18.29,2.423,267108992,3.053,7197200896,27144910848,73.754,-0.306,-0.06,0.114989996,0.09380999,679.45
