trailingPE,averageVolume,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,netIncomeToCommon,trailingEps,enterpriseToRevenue,totalCash,totalCashPerShare,totalDebt,totalRevenue,debtToEquity,earningsGrowth,revenueGrowth,ebitdaMargins,operatingMargins,currentPrice
60.262783,3485463,602604699648,280.05,427.5,9.831638,611526377472,0.17212,1420400000,0.40463,0.33216,56.195,7.549604,10549799936,7.04,9.977,18107600896,12.752,31390099456,61292400640,36.322,0.308,0.172,0.30604,0.25017,424.25
9.805079,1477581,22044467200,115.75,257.95,3.4601133,23749124096,0.35751,132243000,0.53653,0.01989,71.582,2.3190188,2277691904,16.93,3.728,1927768064,14.588,3641979904,6371024896,38.45,1.041,0.874,0.56049,0.41334,166
11.432534,419804,101770772480,771.4,1144,1.5945734,87340285952,0.15248999,98777800,0.43512002,0.35184,418.537,2.4616702,9732500480,90.12,1.368,15307200512,154.963,1146099968,63823200256,2.772,0.989,0.057,0.2185,0.18577999,1030.3
39.116127,72219,243656654848,1227,1468,7.4551883,223179735040,0.19082001,169406000,0.75568,0.10815,102.787,13.993014,6236621824,36.77,6.829,16541197312,97.642,155392000,32682829824,0.892,0.109,0.022,0.23921,0.22729,1438.3
35.74808,1038643,291207806976,861,2570,7.3234105,249037455360,0.1876,164700992,0.62907004,0.218,483.493,3.6569297,7459760128,49.46,6.263,37706752000,229.036,44530000,39763959808,0.056,-0.154,0.411,0.25841,0.21921,1768.1
18.24486,494112,46782201856,255,456.95,2.7437525,44863213568,0.12678,122627000,0.53201,0.22917,97.361,3.9184067,2161743104,20.91,2.631,3772365056,30.763,2276290048,17050444800,19.066,-0.52,-0.168,0.20265,0.16502,381.5
25.936255,38101,147701481472,4040,7328.75,5.232976,142590099456,0.19771999,30660000,0.74998003,0.14951,502.657,9.583871,5580717056,185.74,5.052,5229769216,170.573,285248000,28225140736,1.851,-0.376,-0.268,0.26895002,0.25125,4817.4
32.988018,1570921,928371834880,658,1214.6,13.98559,1893007491072,0.42373002,822404992,0.51519,0.30851,174.518,6.4683867,28127799296,34.22,28.517,11847100416,14.407,976596631552,66380599296,680.74,0.262,0.039,0,0.57085997,1128.85
35.054092,157214,143556018176,521,1520.55,1.7450882,145608327168,0.049790002,192628000,0.39361998,0.32700002,69.079,10.788372,4095600128,21.26,1.77,3732100096,19.375,6619500032,82262900736,49.627,0.122,0.13,0.06067,0.05415,745.25
47.845333,908928,41528909824,305.35,535,7.797699,43106820096,0.16282,84399600,0.36936,0.36740002,63.145,7.7892156,867139968,10.28,8.094,163720000,1.943,2026349952,5325790208,38.086,0.182,0.177,0.2959,0.25524,491.85
134.64285,1033457,109143351296,115.2,359,3.2840378,107813863424,0.11096,304742016,0.37735,0.11798,66.639,5.3744802,3687600128,2.66,3.244,1591500032,5.222,4165400064,33234499584,20.468,0.23,0.073,0.16371,0.14541,358.15
32.15369,1025353,45707411456,129.45,328.3,1.4953663,42806804480,0.046279997,143644000,0.55873,0.13157,60.585,5.248824,1414630016,9.89,1.4,2983650048,20.771,111680000,30566029312,1.283,0.275,0.118,0.07478,0.059299998,318
104.16075,465263,695969710080,4123,5364,4.038189,735375065088,0.03879,143784992,0.29665002,0.46752,431.02,11.22999,6685000192,46.47,4.267,7256000000,50.464,43323998208,172346998784,66.333,-0.474,0.164,0.11085,0.08403,4840.35
149.28366,593915,733423861760,1155,2112.95,8.088722,772237164544,0.053779997,355487008,0.43385,0.25343,73.012,28.257,4876599808,13.82,8.517,6289699840,17.693,44641398784,90672398336,167.638,0.33,0.458,0.08873,0.07085,2063.1
98.58309,53956,206998011904,1217.25,1859.9,3.124385,193645477888,0.031719998,126872000,0.75,0.14831,277.474,5.8800106,2101699968,16.55,2.923,16795100160,132.378,1116700032,66252398592,3.044,-0.106,-0.02,0.05266,0.028800001,1631.55
86.51163,1283212,502657155072,677.35,1080.95,3.6068804,545040236544,0.042140003,465588992,0.47484002,0.33734,144.023,7.490471,5873169920,12.47,3.911,20842330112,44.766,73324830720,139360632832,108.765,0.36,0.36,0.13535,0.08625,1078.8
40.964752,1293590,71610073088,80.45,224.1,6.429851,80972939264,0.16092,324096000,0.71713996,0.02954,87.168,2.5330398,1792146048,5.39,7.271,547328000,1.689,11037592576,11137127424,38.616,1.053,0.984,0.19797,0.18656999,220.8
59.642185,130333,453627543552,5709.05,9270,13.848814,450982051840,0.23181,62276400,0.44472,0.09278,334.921,21.748713,7593247744,122.13,13.768,11813916672,189.701,1822640000,32755695616,8.738,0.022,0.171,0.28736,0.27334,7284.1
43.29018,55736,191009652736,1692.55,2377,9.505704,188629024768,0.21897,102782000,0.75197,0.11893,215.729,8.602691,4400099840,42.87,9.387,2055616000,20.007,2010000,20094214144,0.009,-0.178,-0.149,0.28605,0.25939,1855.85
19.76797,74871,357950259200,2883.25,4166.8,6.216284,310003171328,0.31526,86539800,0.73063004,0.11993,697.112,5.9334083,18153680896,209.24,5.384,39947001856,461.86,584529984,57582678016,0.969,0.016,0.043,0.41869998,0.41089,4136.25
25.054348,935283,267956224000,391,691.95,3.3255918,323529342976,0.12458,400862016,0.68838,0.21954,248.744,2.687301,10037999616,26.68,4.015,18160001024,45.315,94198996992,80573997056,91.825,0.303,-0.133,0.27836,0.18436001,668.45
28.230577,1879916,12364661391360,2926.1,3575,5.327735,11929839992832,0.18847999,3659049984,0.72319,0.15755,253.732,13.317989,437429993472,119.7,5.14,562079989760,153.614,76989997056,2320810115072,8.228,0.168,0.126,0.25502002,0.24046,3379.2
25.128246,254533,54108459008,296.75,795.75,1.8503109,54044708864,0.07204,69037904,0.74311996,0.01888,87.034,9.005102,2106599936,31.19,1.848,392300000,5.8,3477199872,29242900480,57.789,0.226,0.213,0.08174,0.07309,783.75
11.930269,113181,30465550336,310.1,440.9,0.96355695,32674850816,0.08291,80939296,0.82817,0.00425,334.195,1.1262885,2554899968,31.55,1.033,1667699968,20.604,4540700160,31617800192,16.787,0.245,-0.111,0.15529999,0.11486,376.4
40.810585,427606,156362899456,357.95,623,5.091964,156218195968,0.1246,316908992,0.50576997,0.16357,43.332,11.386504,3826040064,12.09,5.087,5676989952,17.941,5767880192,30707779584,42.066,0.241,0.043,0.13798,0.120579995,493.4
20.792173,239767,25703530496,721.5,1327.7,1.1770467,28470097920,0.056649998,28802700,0.57813,0.0273,307.829,2.899012,1237064960,42.92,1.304,350928000,12.184,2907193088,21837307904,32.789,0.039,0.151,0.11156999,0.08672,892.4
17.365301,75188,42327011328,280,384.4,0.40850663,43825090560,0.02382,131287000,0.80514,0.02257,80.559,4.0007944,2467969024,18.56,0.423,6109677056,46.712,7190065152,103614013440,64.623,-0.49,-0.097,0.041840002,0.0377,322.3
44.189495,395011,1080136433664,3564.1,5270.35,6.5259953,1107385778176,0.14753,240868000,0.50972,0.22378999,146.73,30.561918,24418799616,101.48,6.691,19033700352,79.021,29973700608,165512904704,84.089,0.356,0.084,0.18100001,0.16756001,4484.35
52.869453,1014653,736406536192,730.55,1049,2.624016,717658652672,0.047989998,727350976,0.59514,0.19423,84.493,11.98265,13468000256,19.15,2.557,3708999936,5.224,1832999936,280641011712,3.055,0.789,0.103,0.05757,0.05291,1012.45
24.24194,6788692,5975546265600,1185.3,1672.6,325.02292,5938212241408,0.16405001,4138619904,0.16309999,0.45946997,2.191,658.99133,3016000000,59.56,322.992,2176000000,0.526,1034000000,18385000448,11.336,0.062,0.039,0.2328,0.21208,1443.85
40.512817,11667,21796605952,977.55,1903.35,2.1326678,21387419648,0.052010003,17879600,0.81517,0.06355,159.76,7.615173,531583008,30.03,2.093,576883968,32.265,49338000,10220347392,1.727,0.114,-0.136,0.08953,0.07407,1216.6
55.325207,55981,61002813440,820.6,1219,5.2563257,61396623360,0.09601,68957000,0.77546,0.115,125.922,7.025381,1114200064,15.99,5.29,2706899968,38.694,2317499904,11605600256,26.308,-0.183,-0.082,0.09758,0.08871,884.65
40.153206,57690,124004204544,1658.2,2883.4,37.863834,-85007499264,0.94273,50595300,0.73792,0.00285,3868.301,0.63349515,3087446016,61.03,-25.956,210457477120,4159.625,2416201984,3275003904,1.234,0.632,0.488,0.90694,0.90660006,2450.55
82.05234,1027571,79128616960,220.5,395.8,2.8529098,81876254720,0.0355,265576992,0.73867,0.03111,53.239,5.594583,984700032,3.63,2.952,1090259968,4.111,4057189888,27736109056,28.726,-0.407,-0.03,0.08149,0.05445,297.85
32.95543,441202,260428349440,479.45,773,4.192485,271004680192,0.12722,341814016,0.74794996,0.19188999,108.442,7.023109,7902499840,23.11,4.363,2357400064,6.897,13480899584,62117900288,36.369,-0.104,0.016,0.19955999,0.17034,761.6
49.07518,1908739,77158318080,172.25,426.3,8.167201,80079380480,0.16641001,187340000,0.74,0.13133,68.674,5.9884377,1572098048,8.38,8.476,144154000,0.77,4886510080,9447339008,38.016,0.053,0.633,0.28504,0.22356,411.25
13.548669,1411053,244647952384,393.8,628.5,6.2696,203090886656,0.46243,394084992,0.78525,0.08347999,235.307,2.6382554,18044600320,45.82,5.205,42247499776,107.201,628700032,39021301760,0.678,0.198,0.107,0.67557997,0.52642,620.8
5.0040827,998377,62297944064,306.4,453.2,0.94520575,81811652608,0.18851,169402000,0.61376,0.10152,238.073,1.5444844,12424800256,73.48,1.241,8664599552,51.145,28027699200,65909399552,67.297,0.179,0.108,0.34448,0.29762,367.7
19.994535,811348,585096495104,2246,3244,1.6928968,556468666368,0.08477,199868992,0.35165,0.44967,833.446,3.5124052,29296900096,146.41,1.61,40354201600,201.933,5675400192,345618513920,3.382,0.202,0.048,0.12449,0.1074,2927.4
33.337246,370986,69873418240,194,609.8,3.3489463,62526185472,0.09681,122930000,0.49213,0.14583999,70.308,8.084429,2019900032,17.05,2.997,5482899968,46.243,592300032,20864299008,7.087,0.187,0.253,0.13054,0.115480006,568.4
85.69701,898954,2767051292672,2269.6,3210,6.430666,2802214502400,0.07479,887785984,0.58599997,0.17159,133.489,23.348742,32180000768,36.37,6.512,28320000000,31.9,93669998592,430290010112,78.688,-0.041,0.26,0.104729995,0.10098,3116.8
83.79802,241222,73470779392,876.05,1453,10.64508,74884882432,0.12262999,54009000,0.52785,0.30962,96.511,14.013947,846390016,16.14,10.85,1089001984,20.181,3394976000,6901853184,65.232,0.077,0.151,0.34213,0.18866,1352.5
48.31603,56809,37832146944,697,1409.9,4.4624434,39303311360,0.09203,50771000,0.70837,0.08172,86.542,8.603337,780200000,15.41,4.636,30900000,0.609,1712899968,8477899776,38.984,-0.64,-0.189,0.159,0.13778,744.55
14.400901,678158,1350834847744,262.65,383,4.336966,1360618717184,0.30125,4225319936,0.94464,0.03354,30.59,10.451128,93829996544,22.2,4.368,112620003328,26.664,121880002560,311469998080,94.247,-0.365,-0.23,0.50525004,0.39753,319.7
16.36698,93023,79654019072,1221,1852.4,2.9343479,73148039168,0.18270001,49025400,0.56223,0.28583,349.971,4.6425276,4959430144,99.27,2.695,6901080064,143.572,1935580032,27145390080,11.276,0.112,0.108,0.27849,0.23150998,1624.75
19.088163,272259,180853882880,395,558,0.9865512,389835554816,0.051760003,336688992,0.80552,0.10087,237.177,2.263921,9488900096,28.13,2.127,45782499328,135.999,196424302592,183319298048,137.351,-0.127,0.153,0.13638,0.121800005,536.95
19.884916,39087,63049740288,555.25,844.95,1.641538,61119959040,0.08379,77637904,0.71392,0.13548,219.406,3.7013571,3218350080,40.84,1.591,2581189888,33.278,918739968,38408941568,5.305,0.058,0.046,0.11205,0.0817,812.1
46.7013,94184,30566791168,446,819,1.2197894,34757066752,0.02615,42474200,0.57786,0.23586,185.282,3.8816507,655216000,15.4,1.387,1800562944,42.392,5342263808,25059072000,59.721,-0.293,0.049,0.07397,0.050029997,719.2
60.98051,177433,228024467456,3764.8,4950,10.503055,237482426368,0.16686001,49562700,0.0557,0.36233002,440.77,10.434354,3622599936,75.42,10.939,492400000,9.933,8611500032,21710299136,39.413,-0.176,0.236,0.26235,0.23447001,4599.15
36.797882,373131,34774368256,203,409,6.772516,34405167104,0.1835,110748000,0.69132006,0.03877,31.469,9.951063,942190016,8.51,6.701,604772992,5.465,72802000,5134630912,2.047,0.296,-0.026,0.22978,0.22059,313.15
84.70979,21706,40291594240,1600.55,2650,8.962172,39428251648,0.100530006,23392100,0.79170996,0.13352,232.284,7.413985,451940000,20.33,8.77,447609984,20.205,1702569984,4495739904,33.073,-0.029,0.294,0.15736,0.13516,1722.15
47.99863,68048,217054822400,6466.75,9812.9,4.228871,212930510848,0.088240005,29513800,0.49771,0.29705,1582.781,4.6464734,4529200128,153.22,4.149,2387899904,80.908,522400000,51326898176,1.107,-0.371,-0.2,0.15499,0.115609996,7354.35
74.090904,3904693,313116491776,191.55,307.35,2.513518,500535984128,0.033689998,1200600064,0.62903,0.16689,149.641,1.7428377,4196999936,3.52,4.018,37262999552,31.209,180188004352,124572999680,80.123,-0.298,0.6,0.23318,0.13958,260.8
40.64998,293812,549386059776,2868.9,4011.15,8.009477,517493030912,0.19680999,151718000,0.46262002,0.30673,474.598,7.629826,13500000256,89.08,7.545,32205000704,212.328,465000000,68592001024,0.646,0.46,0.238,0.23809,0.20768999,3621.1
9.144145,4916780,67195600896,89.5,144.85,0.32717726,86076137472,0.03576,551688000,0.75031,0.01447,83.117,1.4654043,7344999936,13.32,0.419,645299968,1.171,18766100480,205379796992,40.884,-0.773,-0.184,0.05683,0.046079997,121.8
12.223785,658485,169136422912,366,699,4.2857537,432524001280,0.29352,259551008,0.28146,0.5126,652.264,0.9990587,11583599616,53.31,10.96,52576800768,311.371,375994613760,39464800256,341.383,-0.021,0.371,0,0.41122,651.65
56.63766,1768007,980552712192,503.65,610.75,8.283143,989053452288,0.1462,1772029952,0.66387004,0.18959999,50.646,10.9258375,17307099136,9.77,8.355,10517699584,5.936,11737900032,118379298816,12.432,0.052,0.109,0.18438,0.16055,553.35
28.42401,210116,92386222080,390.85,557.7,0.9863726,110688518144,0.034649998,192211008,0.75695,0.14345,121.644,3.9512842,3245199872,16.91,1.182,285300000,1.485,14330000384,93662601216,52.231,0.274,0,0.0571,0.0387,480.65
54.060246,107895,267745083392,829.3,1281.95,4.727647,270082949120,0.08586001,210128000,0.51102,0.25673,143.518,8.878328,4862700032,23.57,4.769,862499968,4.105,7302900224,56633901056,24.07,-0.062,0,0.14959,0.11572,1274.2
10.877443,92399,25080682496,399.3,592,1.146092,25218416640,0.10516,46870100,0.69036,0.0465,242.562,2.2027357,2301276928,49.12,1.152,1109550976,23.673,1627435008,21883654144,14.315,-0.676,-0.111,0.15833001,0.13304,534.3
16.456451,501509,33303408640,256,678.7,2.1861093,29426130944,0.1317,58949300,0.77491,0.0055299997,177.755,3.178251,2006300032,34.33,1.932,4012999936,68.049,212600000,15234100224,2.043,0.269,0.196,0.17483,0.14896,564.95
145.72116,70156,69032239104,416.05,658.95,8.748668,75077632000,0.15709,113877000,0.88021004,0.06742,146.692,4.132468,1239500032,4.16,9.515,4165799936,36.541,10302499840,7890599936,61.08,7.455,0.613,0.26076,0.25357,606.2
12.818877,17260328,505258704896,34.05,52.7,4.72939,851071336448,0.36389,10044999680,0.72546,0.19859,36.734,1.3679425,38875299840,3.92,7.966,24444899328,2.434,315570388992,106833797120,75.65,0,-0.01,0.60312,0.4975,50.25
28.812569,462310,82515517440,350.45,592.6,1.7624402,84942282752,0.06102,159280992,0.57111,0.102819994,167.691,3.089313,2857100032,17.98,1.814,845900032,5.332,4067500032,46818902016,15.256,-0.273,-0.078,0.11171,0.085389994,518.05
12.247122,2221911,147659751424,482.6,1029.7,0.03927996,131849019392,0.00391,295260000,0.77289003,0.18052,498.812,1.0024818,14698989568,40.83,0.035,20963510272,71.017,7240110080,3759162523648,4.917,0.139,0.731,0.00429,0.00402,500.05
25.126535,6995249,16324255285248,2180,2856,1.880302,18773845213184,0.07459,6766110208,0.49666,0.27798,1213.497,1.9881796,647960002560,96.02,2.162,2034269945856,300.611,3351340122112,8681720119296,35.875,-0.109,-0.054,0.16569,0.11529,2412.65
45.908466,700876,377686622208,1592.35,2785,2.039749,347481997312,0.03929,187787008,0.58517,0.21011999,752.898,2.6713445,7275400192,43.81,1.877,29760999424,158.483,1530400000,185163300864,1.082,1.051,0.164,0.08309,0.048639998,2011.25
19.570784,1601758,62823026688,81.1,134,6.7534065,55090262016,0.34575,483440000,0.46082002,0.36538,47.798,2.7187328,3216290048,6.64,5.922,8938059776,18.488,794380032,9302420480,3.438,0.138,0.033,0.51724,0.41946,129.95
67.30436,793614,3126554001408,2685.85,3582.9,8.932129,3137732870144,0.13255,959198016,0.54581,0.16976999,166.725,19.550457,46398898176,48.43,8.964,46398898176,48.373,19326199808,350034591744,11.751,0.525,0.067,0.1884,0.17243999,3259.55
70.731,3957,350923063296,21300.45,31989,8.631886,349215227904,0.122,11265100,0.7648,0.10428,1489.09,20.919724,4959716864,440.42,8.59,7982053888,708.567,267474000,40654274560,1.595,0.533,0.112,0.16464001,0.15564999,31151.35
78.36539,1253053,323943596032,599.1,945,0.86802804,323862364160,0.010980001,345115008,0.10821,0.76501,102.39,9.153726,4098059008,11.96,0.868,9869820928,28.724,8211816960,373194850304,20.692,0.558,1.8,0.01798,0.01653,937.25
17.52546,969123,42994368512,58.55,91.7,2.9234915,46979325952,0.16677,499644000,0.32388002,0.60289,35.544,2.4209433,2452689920,4.91,3.194,759832000,1.545,5301854208,14706513920,29.644,0.094,0.08,0.26853,0.2019,86.05
4.02788,1075230,296150040576,167.85,296.95,0.9363655,482120826880,0.23239,1084409984,0.66550004,0.23653999,354.824,0.7695364,73500303360,67.79,1.524,38995001344,35.972,188317499392,316276113408,44.995,-0.491,-0.463,0.42257,0.33875,273.05
11.546754,231967,35250524160,341,566.95,1.496401,43222593536,0.12933,69227200,0.52651,0.16740999,119.638,4.2524114,3046550016,44.06,1.835,325270016,4.699,8328500224,23556870144,100.558,37.5,0.097,0.105340004,0.05593,508.75
18.149334,669102,201838690304,416.3,647,6.8794885,215726063616,0.38,323096992,0.74797,0.11554,88.285,7.0759473,11148800000,34.42,7.353,77070999552,238.748,94008901632,29339199488,329.567,-0.012,0.084,0,0.50778997,624.7
60.522484,258239,38938517504,206.8,534.8,14.09335,36474130432,0.22935,78072400,0.75439,0.07943,52.231,9.536483,633680000,8.23,13.201,1187960064,15.845,253220000,2762899968,6.453,0.136,0.527,0.28257,0.26745,498.1
13.127552,115058,21947920384,516.3,938,1.284155,19606163456,0.10642,27300100,0.5231,0.00772,216.219,3.7175272,1818813056,61.23,1.147,2823841024,103.601,557657024,17091333120,9.462,0.472,0.163,0.14483,0.13315,803.8
34.22827,17588,126145101824,1923.55,2965.2,3.264963,120293015552,0.09527001,45540300,0.80105,0.09427,289.041,9.467689,3680999936,79.95,3.113,5526000128,121.343,697000000,38635999232,5.295,0.429,0.066,0.1427,0.12589,2736.55
33.437695,1664287,3807070126080,1797.4,2766.8,1.9162393,4603140636672,0.05668,1405650048,0.15865,0.47175997,635.554,4.2515664,111256600576,80.81,2.317,544373014528,387.321,1206504390656,1986740486144,116.495,0.465,0.341,0.12461001,0.1094,2702.1
48.71626,438209,91257446400,1357,2642,0.79828626,113819500544,0.02813,40450100,0.03452,0.80998003,850.342,2.653109,3215300096,46.31,0.996,689900032,17.056,22954700800,114316697600,66.4,14.611,0.041,0.09417,0.0627,2256.05
64.52094,469103,952847892480,2730,3934.7,13.069523,911555362816,0.20264,265468992,0.52358,0.27763,480.927,7.463295,14773799936,55.63,12.503,41323601920,155.663,32600000,72906096640,0.025,-0.493,-0.211,0.27691,0.22945999,3589.3
30.44628,16901196,540835151872,133.1,191.5,1.2608734,823992778752,0.041479997,2936130048,0.52963,0.28125,29.133,6.3227267,17793699840,6.05,1.921,61469298688,20.936,311609294848,428936888320,288.561,91.5,0.144,0.13389,0.11462,184.2
17.891872,674059,48850186240,101.25,253.95,1.6017009,55217573888,0.08956,198054000,0.61374,0.081070006,90.515,2.7238579,2731366912,13.78,1.81,2375958016,11.996,8763235328,30498942976,48.883,-0.049,0.055,0.14878,0.12874,246.55
60.819717,870758,1028231725056,793.85,1102.05,7.5384054,1029499125760,0.122889996,1022760000,0.6346,0.20533001,134.881,7.453607,16761600000,16.53,7.548,25627899904,25.059,11415300096,136399101952,8.275,-0.074,0.104,0.19204001,0.17836,1005.35
27.582865,10471848,5499981922304,323.25,499.7,7.9009266,5291261296640,0.28597,12469399552,0.29384002,0.44891,55.645,7.9261384,199068303360,15.99,7.601,218763706368,17.602,3063399936,696118607872,0.441,0.152,-0.072,0.37615,0.35122,441.05
29.508444,64761,29850963968,484.95,1037.05,0.7719831,44815581184,0.02623,43786400,0.74714994,0.10747,963.815,0.7069302,1014400000,23.09,1.159,26503000064,606.993,40861601792,38667898880,96.821,-0.69,-0.478,-0.0038100001,-0.05046,681.35
52.16186,1042080,45797527552,186.55,270.9,1.5868999,44449693696,0.030469999,194468992,0.60407,0.18443,88.963,2.644358,879436032,4.51,1.54,2636905984,13.56,1366962048,28859746304,7.901,-0.061,-0.094,0.08566,0.05933,235.25
20.92711,73747,44727181312,679.6,937.95,9.000338,101391433728,0.432,54662000,0.81162,0.10566,277.825,2.9451993,2146800000,39.1,20.403,4705699840,86.087,61306499072,4969500160,396.89,0.238,0.233,0,0.57523,818.25
9.072071,1089910,4084368932864,530.05,754.25,0.49829078,7696298803200,0.05726,6325000192,0.965,0.00625,73.095,8.8343935,469388492800,71.18,0.939,467935068160,36.991,21088000,8196757913600,0.004,2.762,0.161,0.04718,0.0466,645.75
72.85931,779943,699278098432,527.15,725.9,6.4522324,704240484352,0.08861,971422016,0.76352,0.105,46.263,15.55995,9603399680,9.88,6.498,2929100032,3.015,11889699840,108377702400,26.408,0.398,0.098,0.14567,0.12869,719.85
56.18915,141896,47949398016,847.35,1388.95,7.6342864,47384076288,0.13545999,36437100,0.73883003,0.10193,163.119,8.067423,850771008,23.42,7.544,586702016,16.102,36003000,6280796160,0.606,0.12,0.087,0.19926001,0.17849001,1315.95
46.729427,184908,108092825600,570,1234,6.572391,83097985024,0.1093,107539000,0.82732004,0.10341,293.036,3.4301245,1797619968,21.51,5.053,6299200000,79.303,8217079808,16446499840,32.763,0.228,0.26,0.26384002,0.21937001,1005.15
37.34676,236753,59024609280,317.25,446.4,2.1179655,58384171008,0.05666,138392992,0.48782003,0.18972999,88.382,4.825643,1579079936,11.42,2.095,5495280128,39.661,7175209984,27868540928,58.598,0.213,0.053,0.1221,0.08387,426.5
7.128968,3655348,79277400064,122.7,265,2.5477324,79177916416,0.35013,318000000,0.74,0.0183,182.299,1.3675336,10894915584,34.97,2.545,980785984,3.085,4948000,31116847104,0.009,-0.366,-0.337,0.3701,0.34542,249.3
53.795437,880795,370373984256,481.55,780,2.963684,371420954624,0.05547,581982976,0.77456003,0.120740004,113.278,5.618037,6931999744,11.83,2.972,3093600000,5.32,4700000256,124970803200,7.133,0.345,0.139,0,0.07338,636.4
68.59223,110218,27914379264,1421.1,2314.9,0.6954792,26796199936,0.01012,14087300,0.6779,0.00857,921.843,2.1459184,406100000,28.84,0.668,2744699904,194.858,1906300032,40136900608,14.68,-0.606,-0.184,0.01784,0.0089300005,1978.2
40.694527,155172,153677479936,436,710,4.2117434,152757616640,0.10357001,222172992,0.73092,0.17649001,86.151,8.025444,3779063040,16.99,4.187,2782121984,12.514,3267463936,36487856128,17.102,-0.06,0.002,0.14993,0.12804,691.4
28.48753,15609,163935387648,5202.1,7590,5.841483,160061947904,0.20492001,23030600,0.60574,0.24443,314.488,22.626936,5751000064,249.79,5.703,4480999936,194.59,195000000,28064000000,2.693,0.021,0.01,0.26757,0.25666,7115.9
39.525036,521913,303617638400,1730,2356.6,3.9521143,300194136064,0.099870004,136392992,0.49594003,0.25101998,299.866,7.423483,7672800256,56.32,3.908,4152199936,30.443,728600000,76824100864,1.781,-0.361,-0.141,0.15104,0.13041,2226.05
23.028198,123054,24767289344,393.2,583.9,3.1911223,23061477376,0.13869001,43952600,0.60268,0.10183,171.458,3.2865193,1076446976,24.47,2.971,1768866944,40.204,251114000,7761310208,3.332,0.128,0.002,0.18273,0.1534,563.5
57.187218,1366226,5885478830080,2393,2769.65,9.577359,5890767847424,0.1675,2349590016,0.62136,0.17716,214.097,11.69937,102940000256,43.8,9.586,72649998336,30.92,12190000128,614519996416,2.413,0.073,0.06,0.22702,0.21555,2504.8
5.4002714,18345374,646204751872,91.05,249.25,4.0493207,4585851191296,0.73196,2633220096,0.52642,0.21806999,218.234,1.0942384,116808704000,44.22,28.736,113772199936,43.201,4071118077952,159583502336,700.462,0.21,0.17,0,0.95943,238.8
14.342938,73856,45927895040,990.6,1438,4.241638,32550658048,0.32509997,32670500,0.6785,0.00151,313.038,4.483801,3520175104,97.86,3.006,14806249472,453.85,2259664896,10827867136,22.186,0.362,0.182,0,0.4292,1403.6
22.25641,103886,51058888704,417.85,768.45,0.7809451,62799261696,0.03507,73529504,0.63144,0.09925,313.387,2.2157907,2293204992,31.2,0.961,1990486016,27.071,12353045504,65380892672,51.641,1.847,0.112,0.07734,0.062810004,694.4
30.947025,196948,63382413312,337.55,674,0.35649598,69357912064,0.01155,148387008,0.62738997,0.22881001,173.716,2.4548688,2054300032,13.78,0.39,6128869888,41.405,10113340416,177792794624,37.034,-0.283,0.156,0.03523,0.0171,426.45
59.556213,4066867,1246565236736,336.5,521.75,21.960361,1251628154880,0.36876,2475310080,0.75,0.116289996,152.254,3.305332,20932552704,8.45,22.05,27456065536,11.092,33339953152,56764329984,8.845,0.121,-0.013,0.29816,0.27497998,503.25
88.39286,459322,30784247808,250,545,1.0683115,29784219648,0.01129,62190400,0.32936,0.17443001,253.237,1.9546907,325500000,5.6,1.034,2684499968,43.166,2190799872,28815800320,13.913,0.658,-0.125,0.121429995,0.119490005,495
25.510128,23021,174552645632,3408,4660,7.386221,157413851136,0.28982002,45747700,0.66865,0.1658,701.084,5.442358,6849099776,149.57,6.661,18483599360,404.033,1344700032,23632199680,4.193,1.875,-0.104,0.29633,0.26845,3815.55
41.726154,726536,114022539264,175.75,752.95,3.3675685,117912133632,0.08129,159896992,0.63361,0.09007,82.644,8.628575,2752507904,17.09,3.482,555918016,3.476,13333958656,33859010560,100.88,0.506,0.276,0.21639,0.15437001,713.1
56.740948,1362019,103618928640,135.8,830,3.1799655,91529461760,0.05855,127171000,0.49506,0.16091,80.502,10.121488,1775212032,14.36,2.809,999833984,8.362,3532602112,32584923136,36.662,50.7,0.723,0.100880004,0.093789995,814.8
69.293846,759093,456982364160,1005,1769,15.524185,499520569344,0.22108,278028992,0.63084,0.19212,333.219,4.932642,6507800064,23.72,16.969,26212399104,94.282,64307601408,29436801024,69.244,1.799,2.826,0.03513,0.029560002,1643.65
56.16727,306141,143624585216,866.5,1363,9.619497,136856305664,0.17162001,133251000,0.6003,0.25033,109.872,9.810051,2562350080,19.19,9.166,7795409920,58.544,1056259968,14930570240,7.199,0.203,0.17,0.20424,0.16319999,1077.85
32.02242,354952,146192039936,487.25,1094.7,1.9021082,138609786880,0.060399998,140212000,0.41376,0.20397,93.771,11.119109,4642599936,32.56,1.803,9301300224,67.058,5904999936,76857901056,45.4,0.112,0.133,0.07836,0.07394,1042.65
35.2377,13723,64950419456,2650,3754.85,4.8955736,66152050688,0.14093,20378200,0.57066,0.12718001,493.149,6.463057,1869750016,90.45,4.986,558158976,27.386,1335533056,13267172352,13.14,0.542,0.07,0.18616,0.16893,3187.25
38.584335,49371,54002487296,1374,2013,4.301479,53431803904,0.111990005,38324100,0.70769,0.1182,155.663,9.052248,1406000000,36.52,4.256,459100000,11.983,70700000,12554399744,1.185,0.046,0.05,0.15654,0.14587,1409.1
